customer_id,product,open_date,status
B000018,Checking,2022-06-05,Active
B000018,Savings,2021-11-10,Active
B000018,Mortgage,2023-09-26,Active
B000018,Credit Card,2022-02-24,Active
B000019,Checking,2024-07-15,Active
B000019,Savings,2023-09-20,Active
B000019,Money Market,2022-01-29,Active
B000019,Auto Loan,2022-05-18,Active
B000019,Credit Card,2022-07-08,Active
B000020,Checking,2017-04-25,Active
B000020,Savings,2022-08-10,Active
B000020,Money Market,2018-10-15,Active
B000020,Mortgage,2017-06-25,Active
B000020,HELOC,2022-04-01,Active
B000020,Auto Loan,2022-12-21,Active
B000020,Credit Card,2018-09-22,Active
B000020,Investment Account,2019-10-10,Active
B000021,Checking,2017-01-24,Active
B000021,Savings,2017-10-23,Active
B000021,Credit Card,2014-09-16,Active
B000021,Investment Account,2015-08-13,Active
B000022,Checking,2024-09-27,Active
B000022,Savings,2025-07-08,Active
B000022,Personal Loan,2025-02-04,Active
B000022,Credit Card,2025-03-04,Active
B000023,Checking,2023-03-20,Active
B000023,Savings,2023-03-19,Active
B000023,Money Market,2021-10-06,Active
B000024,Checking,2018-08-27,Active
B000024,Savings,2017-11-20,Active
B000024,Auto Loan,2022-01-03,Active
B000024,Investment Account,2016-02-24,Active
B000025,Checking,2019-05-22,Active
B000025,Savings,2017-03-10,Active
B000025,Mortgage,2020-12-12,Active
B000025,Auto Loan,2020-03-25,Active
B000025,Credit Card,2015-05-04,Active
B000025,Investment Account,2022-07-04,Active
B000026,Checking,2025-07-23,Active
B000026,Savings,2025-06-30,Active
B000026,Credit Card,2025-09-08,Active
B000027,Checking,2025-09-29,Active
B000027,Savings,2025-10-15,Active
B000027,Auto Loan,2025-10-04,Active
B000028,Checking,2002-09-30,Active
B000028,Savings,2011-04-14,Active
B000028,Money Market,2015-09-13,Active
B000028,Mortgage,2009-08-29,Active
B000028,Credit Card,2004-01-21,Active
B000028,Investment Account,2006-06-09,Active
B000029,Checking,2016-06-07,Active
B000029,Savings,2004-08-09,Active
B000029,CD,2011-05-31,Active
B000029,Investment Account,2004-01-24,Active
B000030,Checking,2025-03-08,Active
B000030,Savings,2024-10-09,Active
B000030,Money Market,2024-11-20,Active
B000030,Mortgage,2024-11-14,Active
B000031,Checking,2023-02-25,Active
B000031,Savings,2023-01-20,Active
B000031,Mortgage,2022-11-26,Active
B000031,Credit Card,2024-09-27,Active
B000031,Investment Account,2024-03-29,Active
B000032,Checking,2015-05-10,Active
B000032,Savings,2021-03-20,Active
B000032,CD,2013-09-25,Active
B000033,Checking,2015-12-03,Active
B000033,Savings,2012-05-19,Active
B000033,Credit Card,2015-10-12,Active
B000033,Investment Account,2019-05-25,Active
B000034,Checking,2023-02-18,Active
B000034,Savings,2024-02-06,Active
B000034,Mortgage,2021-12-24,Active
B000034,Auto Loan,2022-04-27,Active
B000034,Credit Card,2023-11-28,Active
B000035,Checking,2023-08-06,Active
B000035,Savings,2023-10-04,Active
B000035,Auto Loan,2024-01-09,Active
B000036,Checking,2024-09-15,Active
B000036,Savings,2024-05-09,Active
B000036,Personal Loan,2022-06-05,Active
B000036,Credit Card,2024-08-11,Active
B000037,Checking,2014-06-19,Active
B000037,Savings,2015-09-26,Active
B000037,CD,2013-07-05,Active
B000037,Mortgage,2020-07-22,Active
B000037,Credit Card,2020-10-14,Active
B000037,Investment Account,2018-10-06,Active
B000038,Checking,2024-11-26,Active
B000038,Savings,2024-11-17,Active
B000038,Auto Loan,2025-04-25,Active
B000038,Credit Card,2025-06-12,Active
B000038,Investment Account,2025-02-27,Active
B000039,Checking,2022-01-06,Active
B000039,Savings,2023-01-08,Active
B000039,Money Market,2023-10-09,Active
B000039,Credit Card,2023-04-30,Active
B000040,Checking,2009-02-15,Active
B000040,Savings,2020-10-23,Active
B000040,Money Market,2009-04-15,Active
B000040,Credit Card,2013-02-03,Active
B000040,Investment Account,2010-04-23,Active
B000041,Checking,2013-10-20,Active
B000041,Savings,2021-12-26,Active
B000041,Money Market,2013-12-29,Active
B000041,Mortgage,2018-11-25,Active
B000041,Credit Card,2014-11-28,Active
B000041,Investment Account,2015-09-02,Active
B000042,Checking,2024-05-27,Active
B000042,Savings,2023-03-27,Active
B000042,Auto Loan,2023-02-02,Active
B000042,Personal Loan,2023-01-08,Active
B000042,Credit Card,2022-05-08,Active
B000043,Checking,2022-06-10,Active
B000043,Savings,2024-01-31,Active
B000043,Money Market,2022-12-14,Active
B000043,Personal Loan,2022-05-07,Active
B000043,Credit Card,2024-04-30,Active
B000044,Checking,2021-12-20,Active
B000044,Savings,2023-09-01,Active
B000044,Credit Card,2021-05-11,Active
B000045,Checking,2023-12-03,Active
B000045,Savings,2023-02-28,Active
B000045,Mortgage,2023-09-03,Active
B000045,HELOC,2023-12-08,Active
B000045,Credit Card,2024-05-27,Active
B000045,Investment Account,2024-05-20,Active
B000046,Checking,2022-06-28,Active
B000046,Savings,2022-08-13,Active
B000046,Credit Card,2022-10-29,Active
B000047,Checking,2025-07-01,Active
B000047,Savings,2024-12-27,Active
B000047,Credit Card,2025-04-30,Active
B000048,Checking,2019-10-01,Active
B000048,Savings,2022-09-04,Active
B000048,Credit Card,2023-03-18,Active
B000049,Checking,2018-10-08,Active
B000049,Savings,2022-06-27,Active
B000049,Money Market,2020-07-20,Active
B000049,Mortgage,2016-07-10,Active
B000049,HELOC,2021-07-15,Active
B000049,Credit Card,2018-05-02,Active
B000049,Investment Account,2020-11-28,Active
B000050,Checking,2023-08-30,Active
B000050,Savings,2023-03-08,Active
B000050,Credit Card,2023-02-13,Active
B000051,Checking,2022-03-29,Active
B000051,Savings,2018-10-15,Active
B000051,CD,2017-09-02,Active
B000051,Auto Loan,2018-08-02,Active
B000051,Personal Loan,2019-05-20,Active
B000051,Credit Card,2022-10-18,Active
B000051,Investment Account,2016-04-25,Active
B000052,Checking,1995-06-05,Active
B000052,Savings,1998-03-01,Active
B000052,Money Market,1997-01-03,Active
B000052,Credit Card,1999-11-29,Active
B000052,Investment Account,2011-06-19,Active
B000053,Checking,2022-03-02,Active
B000053,Savings,2021-06-16,Active
B000053,Money Market,2021-12-03,Active
B000053,Credit Card,2023-08-19,Active
B000054,Checking,2020-06-11,Active
B000054,Savings,2020-07-19,Active
B000054,Mortgage,2020-07-21,Active
B000054,Credit Card,2020-04-24,Active
B000055,Checking,2014-03-20,Active
B000055,Savings,2018-12-05,Active
B000055,Credit Card,2016-11-06,Active
B000055,Investment Account,2017-03-05,Active
B000056,Checking,2024-12-07,Active
B000056,Savings,2024-05-25,Active
B000056,Auto Loan,2024-06-12,Active
B000056,Credit Card,2024-06-25,Active
B000057,Checking,2020-09-12,Active
B000057,Savings,2022-02-05,Active
B000057,Money Market,2023-02-04,Active
B000057,Mortgage,2024-01-01,Active
B000057,Credit Card,2023-11-10,Active
B000058,Checking,2017-03-20,Active
B000058,Savings,2018-12-29,Active
B000058,Money Market,2021-05-07,Active
B000058,Mortgage,2016-04-23,Active
B000058,Auto Loan,2016-04-18,Active
B000058,Credit Card,2016-05-13,Active
B000059,Checking,2014-12-23,Active
B000059,Savings,2020-03-20,Active
B000059,Mortgage,2014-05-02,Active
B000059,Auto Loan,2021-05-08,Active
B000059,Credit Card,2020-11-02,Active
B000060,Checking,2020-01-20,Active
B000060,Savings,2018-12-31,Active
B000060,Auto Loan,2021-06-18,Active
B000060,Credit Card,2020-06-27,Active
B000061,Checking,2011-12-04,Active
B000061,Savings,2011-03-31,Active
B000061,CD,2013-08-23,Active
B000061,Mortgage,2016-05-21,Active
B000061,Credit Card,2017-08-11,Active
B000061,Investment Account,2019-12-26,Active
B000062,Checking,2016-11-16,Active
B000062,Savings,2020-03-29,Active
B000062,Mortgage,2016-01-21,Active
B000062,Credit Card,2020-06-04,Active
B000062,Investment Account,2015-09-17,Active
B000063,Checking,2024-03-30,Active
B000063,Savings,2023-12-23,Active
B000063,Personal Loan,2023-11-23,Active
B000064,Checking,2025-02-15,Active
B000064,Savings,2024-12-07,Active
B000064,Credit Card,2024-08-28,Active
B000065,Checking,2022-12-23,Active
B000065,Savings,2021-02-18,Active
B000065,Money Market,2021-11-07,Active
B000065,Mortgage,2022-03-31,Active
B000065,Credit Card,2023-05-09,Active
B000066,Checking,2014-05-16,Active
B000066,Savings,1997-09-09,Active
B000066,Mortgage,2015-07-12,Active
B000066,Credit Card,2005-07-21,Active
B000066,Investment Account,2013-11-29,Active
B000067,Checking,2024-11-24,Active
B000067,Savings,2024-11-30,Active
B000067,Credit Card,2025-03-31,Active
B000068,Checking,2025-06-20,Active
B000068,Savings,2025-08-02,Active
B000068,Mortgage,2025-02-27,Active
B000068,Credit Card,2025-09-15,Active
B000069,Checking,2021-03-15,Active
B000069,Savings,2019-09-26,Active
B000070,Checking,2024-05-28,Active
B000070,Savings,2023-06-05,Active
B000070,Personal Loan,2024-05-13,Active
B000070,Credit Card,2023-08-25,Active
B000071,Checking,2025-04-05,Active
B000071,Savings,2025-01-07,Active
B000071,Credit Card,2024-12-06,Active
B000071,Investment Account,2024-04-11,Active
B000072,Checking,2014-11-11,Active
B000072,Savings,2018-05-15,Active
B000072,Money Market,2020-03-06,Active
B000072,Auto Loan,2021-12-26,Active
B000072,Credit Card,2018-07-20,Active
B000073,Checking,2016-03-13,Active
B000073,Savings,2016-05-06,Active
B000073,Credit Card,2018-05-02,Active
B000074,Checking,2024-05-07,Active
B000074,Savings,2022-05-05,Active
B000074,Money Market,2022-12-28,Active
B000074,Mortgage,2023-05-07,Active
B000074,HELOC,2022-07-11,Active
B000074,Personal Loan,2022-04-15,Active
B000074,Credit Card,2024-08-20,Active
B000075,Checking,2024-01-22,Active
B000075,Savings,2024-09-02,Active
B000075,Money Market,2024-12-24,Active
B000075,Mortgage,2023-12-22,Active
B000075,Credit Card,2023-10-21,Active
B000076,Checking,2023-07-13,Active
B000076,Savings,2024-01-12,Active
B000076,Money Market,2020-07-21,Active
B000076,Mortgage,2020-05-20,Active
B000076,HELOC,2023-07-22,Active
B000076,Auto Loan,2022-11-19,Active
B000076,Credit Card,2024-01-11,Active
B000077,Checking,2020-06-05,Active
B000077,Savings,2019-07-28,Active
B000077,Mortgage,2020-08-31,Active
B000077,Credit Card,2022-12-27,Active
B000077,Investment Account,2019-05-31,Active
B000078,Checking,2022-05-08,Active
B000078,Savings,2021-12-12,Active
B000078,Mortgage,2022-07-01,Active
B000078,HELOC,2022-04-27,Active
B000078,Personal Loan,2024-02-13,Active
B000078,Credit Card,2022-01-03,Active
B000079,Checking,2022-05-22,Active
B000079,Savings,2022-06-01,Active
B000079,CD,2019-06-30,Active
B000079,Auto Loan,2014-09-19,Active
B000080,Checking,2024-03-26,Active
B000080,Savings,2022-10-27,Active
B000080,Money Market,2023-10-26,Active
B000080,Mortgage,2024-06-14,Active
B000080,Credit Card,2024-06-18,Active
B000081,Checking,2024-08-26,Active
B000081,Savings,2025-02-08,Active
B000082,Checking,2016-04-20,Active
B000082,Savings,2009-10-19,Active
B000082,Mortgage,2010-12-19,Active
B000082,HELOC,2008-10-14,Active
B000082,Personal Loan,2011-08-11,Active
B000082,Credit Card,2016-01-11,Active
B000082,Investment Account,2013-08-11,Active
B000083,Checking,2024-07-24,Active
B000083,Savings,2024-03-11,Active
B000083,Money Market,2024-03-20,Active
B000083,Credit Card,2022-08-23,Active
B000084,Checking,2020-02-24,Active
B000084,Savings,2020-04-22,Active
B000084,Mortgage,2015-08-19,Active
B000084,Auto Loan,2017-03-25,Active
B000084,Credit Card,2016-03-25,Active
B000085,Checking,2023-02-01,Active
B000085,Savings,2022-02-01,Active
B000085,Mortgage,2022-02-04,Active
B000085,Auto Loan,2021-03-18,Active
B000085,Credit Card,2018-02-08,Active
B000086,Checking,2025-07-20,Active
B000086,Savings,2025-04-19,Active
B000086,Auto Loan,2025-02-03,Active
B000086,Credit Card,2025-01-11,Active
B000087,Checking,2023-04-27,Active
B000087,Savings,2023-04-03,Active
B000087,Mortgage,2024-04-21,Active
B000087,Credit Card,2023-01-19,Active
B000088,Checking,2023-07-16,Active
B000088,Savings,2023-08-27,Active
B000088,Money Market,2024-05-01,Active
B000088,Credit Card,2024-01-30,Active
B000089,Checking,2020-11-05,Active
B000089,Savings,2016-10-05,Active
B000089,Auto Loan,2014-11-27,Active
B000089,Credit Card,2015-06-26,Active
B000090,Checking,2015-08-25,Active
B000090,Savings,2013-08-02,Active
B000090,Investment Account,2019-01-01,Active
B000091,Checking,2004-08-08,Active
B000091,Savings,2004-06-30,Active
B000091,Mortgage,2014-08-17,Active
B000091,HELOC,2008-05-09,Active
B000091,Credit Card,2010-01-14,Active
B000091,Investment Account,2001-04-12,Active
B000092,Checking,2025-05-30,Active
B000092,Savings,2025-08-13,Active
B000092,Money Market,2025-02-06,Active
B000092,Credit Card,2025-01-29,Active
B000093,Checking,2022-10-15,Active
B000093,Savings,2021-03-16,Active
B000093,Auto Loan,2017-11-07,Active
B000093,Credit Card,2019-03-12,Active
B000094,Checking,2024-07-10,Active
B000094,Savings,2024-09-04,Active
B000094,Auto Loan,2024-06-05,Active
B000094,Credit Card,2024-08-03,Active
B000095,Checking,2021-04-05,Active
B000095,Savings,2022-01-14,Active
B000095,Auto Loan,2017-04-03,Active
B000096,Checking,2022-10-18,Active
B000096,Savings,2024-07-17,Active
B000096,Money Market,2025-01-02,Active
B000097,Checking,2023-03-26,Active
B000097,Savings,2022-07-18,Active
B000097,Money Market,2023-09-19,Active
B000097,Personal Loan,2020-10-22,Active
B000097,Credit Card,2020-11-11,Active
B000098,Checking,2021-10-23,Active
B000098,Savings,2023-02-13,Active
B000098,Credit Card,2023-04-08,Active
B000098,Investment Account,2023-07-14,Active
B000099,Checking,2024-10-12,Active
B000099,Savings,2024-09-29,Active
B000099,Money Market,2024-08-27,Active
B000099,Credit Card,2025-07-20,Active
B000100,Checking,2021-11-12,Active
B000100,Savings,2024-02-24,Active
B000100,Money Market,2022-08-18,Active
B000100,Auto Loan,2022-11-20,Active
B000100,Credit Card,2024-02-16,Active
B000100,Investment Account,2022-06-25,Active
B000101,Checking,2023-10-21,Active
B000101,Savings,2023-01-03,Active
B000101,Mortgage,2024-08-26,Active
B000101,Credit Card,2024-06-21,Active
B000102,Checking,2021-05-22,Active
B000102,Savings,2023-04-27,Active
B000102,Credit Card,2023-04-30,Active
B000103,Checking,2022-07-18,Active
B000103,Savings,2022-07-30,Active
B000103,Money Market,2024-04-12,Active
B000103,Mortgage,2024-05-03,Active
B000103,Auto Loan,2022-05-22,Active
B000103,Personal Loan,2022-10-25,Active
B000103,Credit Card,2021-04-19,Active
B000104,Checking,2025-05-31,Active
B000104,Savings,2024-01-18,Active
B000104,Credit Card,2024-06-23,Active
B000105,Checking,2023-09-20,Active
B000105,Savings,2023-05-26,Active
B000105,Personal Loan,2021-06-07,Active
B000106,Checking,2025-04-13,Active
B000106,Savings,2024-05-18,Active
B000106,Credit Card,2024-09-04,Active
B000107,Checking,2021-10-02,Active
B000107,Savings,2022-04-04,Active
B000107,Credit Card,2023-12-20,Active
B000108,Checking,2025-03-28,Active
B000108,Savings,2024-10-15,Active
B000108,Mortgage,2024-10-10,Active
B000108,Credit Card,2025-03-27,Active
B000109,Checking,2015-09-04,Active
B000109,Savings,2014-11-25,Active
B000109,Mortgage,2011-05-30,Active
B000109,Credit Card,2011-08-24,Active
B000109,Investment Account,2019-06-18,Active
B000110,Checking,2022-03-03,Active
B000110,Savings,2023-06-11,Active
B000110,Mortgage,2023-08-09,Active
B000110,Auto Loan,2021-12-14,Active
B000111,Checking,2021-01-15,Active
B000111,Savings,2021-09-16,Active
B000111,CD,2023-01-15,Active
B000111,Auto Loan,2022-12-26,Active
B000111,Credit Card,2021-09-15,Active
B000112,Checking,2014-03-21,Active
B000112,Savings,2017-11-08,Active
B000112,Money Market,2020-02-18,Active
B000112,CD,2016-06-15,Active
B000113,Checking,2023-07-03,Active
B000113,Savings,2022-12-20,Active
B000113,Money Market,2022-07-21,Active
B000113,Auto Loan,2022-05-05,Active
B000113,Credit Card,2021-02-15,Active
B000114,Checking,2025-02-18,Active
B000114,Savings,2024-11-23,Active
B000114,Credit Card,2024-09-11,Active
B000115,Checking,2021-02-28,Active
B000115,Savings,2017-09-18,Active
B000115,Auto Loan,2021-07-04,Active
B000115,Personal Loan,2018-04-01,Active
B000115,Investment Account,2021-06-16,Active
B000116,Checking,2025-06-30,Active
B000116,Savings,2025-06-21,Active
B000116,Credit Card,2024-11-11,Active
B000117,Checking,2019-10-11,Active
B000117,Savings,2021-01-13,Active
B000117,Credit Card,2023-08-06,Active
B000117,Investment Account,2022-03-13,Active
B000118,Checking,2016-11-22,Active
B000118,Savings,2014-10-20,Active
B000118,Credit Card,2019-03-21,Active
B000119,Checking,2022-10-24,Active
B000119,Savings,2022-12-30,Active
B000119,Credit Card,2022-09-09,Active
B000119,Investment Account,2019-08-20,Active
B000120,Checking,2022-10-10,Active
B000120,Savings,2023-08-14,Active
B000120,Credit Card,2023-09-26,Active
B000121,Checking,2024-10-03,Active
B000121,Savings,2024-07-29,Active
B000121,Credit Card,2024-08-08,Active
B000122,Checking,2020-12-23,Active
B000122,Savings,2020-01-08,Active
B000122,Credit Card,2020-03-28,Active
B000122,Investment Account,2022-09-06,Active
B000123,Checking,2022-01-27,Active
B000123,Savings,2020-08-31,Active
B000124,Checking,2024-02-24,Active
B000124,Savings,2024-12-12,Active
B000124,Credit Card,2024-02-15,Active
B000125,Checking,2018-09-23,Active
B000125,Savings,2022-04-22,Active
B000125,Credit Card,2022-11-06,Active
B000125,Investment Account,2017-11-11,Active
B000126,Checking,2024-03-27,Active
B000126,Savings,2024-03-18,Active
B000126,Credit Card,2022-12-09,Active
B000127,Checking,2021-11-23,Active
B000127,Savings,2023-05-29,Active
B000127,CD,2021-03-05,Active
B000127,Mortgage,2024-03-08,Active
B000127,Auto Loan,2022-10-20,Active
B000127,Credit Card,2021-01-05,Active
B000127,Investment Account,2021-12-03,Active
B000128,Checking,2020-05-22,Active
B000128,Savings,2018-08-12,Active
B000128,Mortgage,2020-04-11,Active
B000128,Auto Loan,2019-01-26,Active
B000128,Credit Card,2021-03-23,Active
B000129,Checking,2013-12-02,Active
B000129,Savings,2003-11-07,Active
B000129,Credit Card,2017-12-19,Active
B000129,Investment Account,2014-11-16,Active
B000130,Checking,2022-01-24,Active
B000130,Savings,2023-10-28,Active
B000130,Mortgage,2023-03-26,Active
B000130,Investment Account,2023-09-12,Active
B000131,Checking,2020-04-14,Active
B000131,Savings,2016-06-11,Active
B000131,Mortgage,2015-12-25,Active
B000131,Auto Loan,2021-08-27,Active
B000131,Credit Card,2015-04-09,Active
B000132,Checking,2018-04-15,Active
B000132,Savings,2022-06-05,Active
B000132,Auto Loan,2017-05-26,Active
B000132,Credit Card,2018-07-20,Active
B000133,Checking,2013-05-25,Active
B000133,Savings,1994-07-01,Active
B000133,Investment Account,2010-11-25,Active
B000134,Checking,2023-12-29,Active
B000134,Savings,2023-08-15,Active
B000134,Auto Loan,2024-07-11,Active
B000134,Credit Card,2025-02-03,Active
B000135,Checking,2022-03-10,Active
B000135,Savings,2017-09-03,Active
B000135,Money Market,2020-05-07,Active
B000135,Mortgage,2022-11-10,Active
B000135,Credit Card,2019-12-02,Active
B000136,Checking,2023-06-29,Active
B000136,Savings,2020-11-04,Active
B000136,Money Market,2022-01-02,Active
B000136,Mortgage,2023-12-18,Active
B000136,Credit Card,2020-04-12,Active
B000137,Checking,2024-08-12,Active
B000137,Savings,2023-11-17,Active
B000137,Auto Loan,2021-09-24,Active
B000137,Credit Card,2021-09-26,Active
B000137,Investment Account,2023-08-19,Active
B000138,Checking,2025-03-15,Active
B000138,Savings,2025-02-13,Active
B000138,Credit Card,2024-08-30,Active
B000139,Checking,2024-05-27,Active
B000139,Savings,2024-12-30,Active
B000139,Money Market,2025-01-18,Active
B000139,Auto Loan,2023-09-26,Active
B000139,Credit Card,2024-10-06,Active
B000140,Checking,2022-08-19,Active
B000140,Savings,2024-01-28,Active
B000140,Mortgage,2022-08-08,Active
B000140,Auto Loan,2021-06-18,Active
B000140,Credit Card,2022-05-26,Active
B000141,Checking,2005-02-17,Active
B000141,Savings,2007-06-13,Active
B000141,Investment Account,2005-01-27,Active
B000142,Checking,2018-02-05,Active
B000142,Savings,2013-04-30,Active
B000142,Investment Account,2009-04-15,Active
B000143,Checking,2020-12-25,Active
B000143,Savings,2022-09-19,Active
B000143,Money Market,2019-06-11,Active
B000143,CD,2022-10-12,Active
B000143,Credit Card,2023-04-28,Active
B000144,Checking,2016-05-16,Active
B000144,Savings,2022-02-09,Active
B000144,Auto Loan,2017-12-06,Active
B000144,Credit Card,2021-08-23,Active
B000144,Investment Account,2022-04-25,Active
B000145,Checking,2025-10-13,Active
B000145,Savings,2025-07-06,Active
B000145,Money Market,2025-03-30,Active
B000145,Credit Card,2025-06-08,Active
B000146,Checking,2024-02-06,Active
B000146,Savings,2024-07-28,Active
B000146,Auto Loan,2024-12-27,Active
B000146,Credit Card,2024-05-02,Active
B000147,Checking,2025-02-27,Active
B000147,Savings,2024-04-14,Active
B000147,Auto Loan,2024-05-16,Active
B000147,Credit Card,2025-05-13,Active
B000148,Checking,2020-11-07,Active
B000148,Savings,2023-10-10,Active
B000148,Auto Loan,2021-12-30,Active
B000148,Credit Card,2021-09-23,Active
B000149,Checking,2018-05-12,Active
B000149,Savings,2022-04-21,Active
B000149,Mortgage,2015-02-12,Active
B000149,Credit Card,2018-09-18,Active
B000149,Investment Account,2020-06-14,Active
B000150,Checking,2020-08-06,Active
B000150,Savings,2017-04-02,Active
B000150,Money Market,2017-03-17,Active
B000150,Credit Card,2020-12-15,Active
B000150,Investment Account,2019-01-30,Active
B000151,Checking,2021-09-11,Active
B000151,Savings,2021-07-15,Active
B000151,Personal Loan,2020-07-05,Active
B000151,Credit Card,2023-04-14,Active
B000152,Checking,2024-10-14,Active
B000152,Savings,2025-04-06,Active
B000152,Money Market,2024-01-21,Active
B000152,Credit Card,2024-04-24,Active
B000153,Checking,2021-07-17,Active
B000153,Savings,2018-05-03,Active
B000153,Mortgage,2018-08-25,Active
B000154,Checking,2023-10-20,Active
B000154,Savings,2023-02-15,Active
B000154,Mortgage,2023-05-03,Active
B000154,Personal Loan,2023-06-10,Active
B000154,Credit Card,2022-08-16,Active
B000154,Investment Account,2021-05-31,Active
B000155,Checking,2019-08-26,Active
B000155,Savings,2023-02-12,Active
B000155,Mortgage,2021-02-16,Active
B000155,Credit Card,2021-05-14,Active
B000156,Checking,2019-03-14,Active
B000156,Savings,2020-08-07,Active
B000156,Personal Loan,2020-03-22,Active
B000156,Credit Card,2021-04-01,Active
B000157,Checking,2022-10-30,Active
B000157,Savings,2024-02-13,Active
B000157,Auto Loan,2023-02-06,Active
B000157,Credit Card,2023-12-08,Active
B000158,Checking,2023-06-21,Active
B000158,Savings,2024-04-11,Active
B000159,Checking,2020-08-26,Active
B000159,Savings,2021-01-07,Active
B000159,Auto Loan,2021-04-07,Active
B000159,Personal Loan,2024-02-25,Active
B000159,Credit Card,2020-12-04,Active
B000160,Checking,2014-03-15,Active
B000160,Savings,2013-03-29,Active
B000160,Money Market,2016-04-30,Active
B000160,Auto Loan,2020-06-06,Active
B000160,Credit Card,2021-02-26,Active
B000160,Investment Account,2014-08-17,Active
B000161,Checking,2022-08-28,Active
B000161,Savings,2022-02-11,Active
B000161,Personal Loan,2023-08-11,Active
B000161,Credit Card,2023-02-23,Active
B000161,Investment Account,2023-04-16,Active
B000162,Checking,2024-08-22,Active
B000162,Savings,2023-04-25,Active
B000163,Checking,2023-10-06,Active
B000163,Savings,2022-05-04,Active
B000163,Mortgage,2021-10-16,Active
B000163,HELOC,2021-10-11,Active
B000163,Credit Card,2024-03-10,Active
B000164,Checking,2023-11-22,Active
B000164,Savings,2023-05-23,Active
B000164,Mortgage,2024-02-17,Active
B000164,Auto Loan,2023-06-29,Active
B000164,Personal Loan,2021-06-22,Active
B000164,Credit Card,2023-02-05,Active
B000164,Investment Account,2024-03-03,Active
B000165,Checking,2020-12-23,Active
B000165,Savings,2019-10-21,Active
B000165,Money Market,2019-08-24,Active
B000165,CD,2020-12-09,Active
B000165,Credit Card,2022-08-08,Active
B000165,Investment Account,2022-11-29,Active
B000166,Checking,2025-06-26,Active
B000166,Savings,2025-02-16,Active
B000166,Credit Card,2024-12-10,Active
B000167,Checking,2012-11-06,Active
B000167,Savings,2015-01-24,Active
B000167,Mortgage,2010-11-24,Active
B000167,Credit Card,2017-12-01,Active
B000167,Investment Account,2018-08-15,Active
B000168,Checking,2012-04-25,Active
B000168,Savings,2019-10-09,Active
B000168,Mortgage,2019-08-18,Active
B000168,HELOC,2012-09-14,Active
B000168,Auto Loan,2014-08-12,Active
B000168,Credit Card,2020-11-20,Active
B000168,Investment Account,2014-07-18,Active
B000169,Checking,2017-06-04,Active
B000169,Savings,2023-01-11,Active
B000169,Auto Loan,2019-05-14,Active
B000169,Credit Card,2019-12-09,Active
B000170,Checking,2013-10-18,Active
B000170,Savings,2020-06-02,Active
